id,state,district,village,asset_type,asset_name,asset_holder_name,area_ha,ndvi,ndwi,confidence_score,gps_lat,gps_lon,status,last_survey_date,notes,Jal_Jeevan_Mission,MGNREGA,DAJGUA
898,Madhya Pradesh,Indore,Rampur,checkdam,Rampur DAJGUA Checkdam 658,Manoj Mishra,1.16,0.633,0.186,0.93,21.336171,86.088006,seasonal,2025-06-10,part of DAJGUA initiative,no,no,yes
899,Odisha,Balasore,Rampur,forest,Rampur DAJGUA Forest 659,Geeta Behera,2.12,0.143,0.375,0.71,25.317677,85.847961,active,2025-01-31,part of DAJGUA initiative,no,no,yes
900,Tripura,Dharmanagar,Bela,farm,Bela Jal Jeevan Mission Farm 660,Deepak Tiwari,0.64,0.818,0.367,0.91,21.914435,79.431394,seasonal,2024-03-11,part of Jal Jeevan Mission initiative,yes,no,no
901,Tripura,Agartala,Pahadi,well,Pahadi Jal Jeevan Mission Well 661,Lalita Mishra,2.77,0.666,0.464,0.85,20.114464,87.452303,under construction,2025-01-15,part of Jal Jeevan Mission initiative,yes,no,no
902,Telangana,Hyderabad,Bela,pipeline,Bela Jal Jeevan Mission Pipeline 662,Anita Yadav,4.19,0.351,0.502,0.7,18.342801,85.246423,good,2024-08-03,part of Jal Jeevan Mission initiative,yes,no,no
903,Telangana,Karimnagar,Kalyanpur,forest,Kalyanpur Jal Jeevan Mission Forest 663,Vikram Behera,1.5,0.206,0.645,0.93,24.856813,80.865488,under construction,2025-01-19,part of Jal Jeevan Mission initiative,yes,no,no
904,Madhya Pradesh,Satna,Dharampur,forest,Dharampur DAJGUA Forest 664,Arun Behera,1.38,0.661,0.049,0.82,20.351622,80.985605,active,2025-05-30,part of DAJGUA initiative,no,no,yes
905,Madhya Pradesh,Bhopal,Chandpur,checkdam,Chandpur DAJGUA Checkdam 665,Ramesh Mishra,3.95,0.432,0.556,0.88,22.806193,81.329887,under construction,2024-05-12,part of DAJGUA initiative,no,no,yes
906,Odisha,Sambalpur,Dharampur,tank,Dharampur DAJGUA Tank 666,Arun Yadav,1.45,0.858,0.07,0.74,23.336851,82.75519,seasonal,2025-04-26,part of DAJGUA initiative,no,no,yes
907,Odisha,Sambalpur,Gandhinagar,tank,Gandhinagar DAJGUA Tank 667,Sita Sharma,1.86,0.804,0.187,0.75,24.213078,80.577448,seasonal,2025-07-18,part of DAJGUA initiative,no,no,yes
908,Madhya Pradesh,Satna,Kamlapur,checkdam,Kamlapur Jal Jeevan Mission Checkdam 668,Pooja Reddy,2.28,0.405,0.603,0.73,26.858089,84.081319,good,2024-08-09,part of Jal Jeevan Mission initiative,yes,no,no
909,Telangana,Warangal,Gandhinagar,checkdam,Gandhinagar Jal Jeevan Mission Checkdam 669,Lalita Naidu,0.94,0.174,0.186,0.85,19.474242,82.97241,active,2025-08-01,part of Jal Jeevan Mission initiative,yes,no,no
910,Telangana,Karimnagar,Rampur,pipeline,Rampur MGNREGA Pipeline 670,Sita Verma,0.74,0.779,0.768,0.72,17.718072,81.210488,under construction,2025-07-07,part of MGNREGA initiative,no,yes,no
911,Tripura,Dharmanagar,Sukhi,farm,Sukhi MGNREGA Farm 671,Neha Das,3.25,0.819,0.704,0.75,24.545182,78.285183,good,2024-06-19,part of MGNREGA initiative,no,yes,no
912,Odisha,Bhubaneswar,Sukhi,checkdam,Sukhi Jal Jeevan Mission Checkdam 672,Vikram Yadav,3.42,0.77,0.262,0.78,21.392139,86.439299,good,2025-04-19,part of Jal Jeevan Mission initiative,yes,no,no
913,Madhya Pradesh,Rewa,Pahadi,pond,Pahadi Jal Jeevan Mission Pond 673,Ramesh Sharma,0.82,0.307,0.579,0.87,22.913898,81.810096,active,2024-06-10,part of Jal Jeevan Mission initiative,yes,no,no
914,Madhya Pradesh,Jabalpur,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 674,Savita Rao,2.61,0.762,0.118,0.98,25.400897,83.185976,good,2024-01-06,part of Jal Jeevan Mission initiative,yes,no,no
915,Tripura,Kailashahar,Pahadi,well,Pahadi DAJGUA Well 675,Sita Naidu,2.84,0.3,0.751,0.98,22.449218,82.849801,under construction,2025-06-29,part of DAJGUA initiative,no,no,yes
916,Tripura,Kailashahar,Kalyanpur,farm,Kalyanpur MGNREGA Farm 676,Vikram Naidu,0.94,0.694,0.153,0.87,25.067363,84.234204,active,2025-07-15,part of MGNREGA initiative,no,yes,no
917,Madhya Pradesh,Bhopal,Kamlapur,well,Kamlapur MGNREGA Well 677,Lalita Singh,4.16,0.703,0.296,0.78,18.321071,79.38045,active,2024-12-12,part of MGNREGA initiative,no,yes,no
918,Odisha,Sambalpur,Sukhi,farm,Sukhi DAJGUA Farm 678,Kiran Rao,0.86,0.435,0.367,0.94,21.048285,79.316445,seasonal,2025-04-04,part of DAJGUA initiative,no,no,yes
919,Tripura,Dharmanagar,Kamlapur,tank,Kamlapur DAJGUA Tank 679,Manoj Mishra,1.84,0.651,0.595,0.7,24.894508,87.469993,under construction,2024-06-23,part of DAJGUA initiative,no,no,yes
920,Telangana,Hyderabad,Bela,tank,Bela Jal Jeevan Mission Tank 680,Neha Naidu,3.57,0.402,0.012,0.97,21.491139,82.281568,good,2024-09-20,part of Jal Jeevan Mission initiative,yes,no,no
921,Madhya Pradesh,Satna,Rampur,forest,Rampur MGNREGA Forest 681,Manoj Rao,3.15,0.856,0.757,0.73,19.935059,79.958784,under construction,2024-08-12,part of MGNREGA initiative,no,yes,no
922,Telangana,Karimnagar,Kalyanpur,tank,Kalyanpur MGNREGA Tank 682,Lalita Rao,2.73,0.091,0.393,0.74,20.052851,84.542442,good,2024-08-17,part of MGNREGA initiative,no,yes,no
923,Telangana,Hyderabad,Bela,pipeline,Bela MGNREGA Pipeline 683,Neha Reddy,4.68,0.784,0.575,0.86,25.688157,78.408765,good,2025-08-27,part of MGNREGA initiative,no,yes,no
924,Madhya Pradesh,Rewa,Pahadi,checkdam,Pahadi DAJGUA Checkdam 684,Anita Naidu,4.76,0.556,0.618,0.79,24.347632,87.453653,active,2024-04-07,part of DAJGUA initiative,no,no,yes
925,Tripura,Udaipur,Pahadi,farm,Pahadi MGNREGA Farm 685,Lalita Tiwari,1.4,0.168,0.281,0.76,22.069001,83.679339,under construction,2024-09-10,part of MGNREGA initiative,no,yes,no
926,Madhya Pradesh,Bhopal,Kamlapur,well,Kamlapur DAJGUA Well 686,Rohit Tiwari,2.53,0.565,0.293,0.78,19.692418,87.01618,active,2024-02-21,part of DAJGUA initiative,no,no,yes
927,Odisha,Balasore,Sukhi,pipeline,Sukhi MGNREGA Pipeline 687,Ramesh Sharma,2.63,0.885,0.753,0.96,25.462543,80.975216,active,2025-04-19,part of MGNREGA initiative,no,yes,no
928,Odisha,Cuttack,Rampur,tank,Rampur Jal Jeevan Mission Tank 688,Saurabh Behera,1.28,0.251,0.374,0.87,18.666457,79.64687,under construction,2025-05-07,part of Jal Jeevan Mission initiative,yes,no,no
929,Odisha,Balasore,Dharampur,checkdam,Dharampur Jal Jeevan Mission Checkdam 689,Ramesh Rao,4.23,0.531,0.275,0.8,19.263473,78.564634,active,2024-09-26,part of Jal Jeevan Mission initiative,yes,no,no
930,Tripura,Dharmanagar,Sukhi,tank,Sukhi MGNREGA Tank 690,Pooja Yadav,4.93,0.887,0.528,0.78,18.983008,79.154851,good,2024-01-19,part of MGNREGA initiative,no,yes,no
931,Madhya Pradesh,Ujjain,Kamlapur,checkdam,Kamlapur MGNREGA Checkdam 691,Vikram Yadav,0.64,0.796,0.692,0.82,20.271012,86.599067,under construction,2024-04-01,part of MGNREGA initiative,no,yes,no
932,Telangana,Hyderabad,Bela,forest,Bela MGNREGA Forest 692,Anita Verma,4.12,0.202,0.319,0.89,19.828431,80.341798,under construction,2025-06-29,part of MGNREGA initiative,no,yes,no
933,Telangana,Hyderabad,Gandhinagar,pond,Gandhinagar DAJGUA Pond 693,Sita Sharma,0.92,0.157,0.124,0.89,23.718258,84.640458,active,2024-09-04,part of DAJGUA initiative,no,no,yes
934,Madhya Pradesh,Jabalpur,Kalyanpur,farm,Kalyanpur MGNREGA Farm 694,Lalita Singh,4.96,0.808,0.493,0.95,17.616382,87.690834,under construction,2025-03-14,part of MGNREGA initiative,no,yes,no
935,Madhya Pradesh,Satna,Kamlapur,forest,Kamlapur DAJGUA Forest 695,Anita Naidu,4.44,0.192,0.239,0.88,21.043812,78.393172,good,2024-02-15,part of DAJGUA initiative,no,no,yes
936,Odisha,Sambalpur,Kamlapur,forest,Kamlapur DAJGUA Forest 696,Kiran Patel,0.96,0.267,0.545,0.91,18.487201,84.582846,under construction,2025-05-13,part of DAJGUA initiative,no,no,yes
937,Madhya Pradesh,Satna,Kamlapur,tank,Kamlapur Jal Jeevan Mission Tank 697,Neha Patel,2.55,0.138,0.477,0.9,19.118516,84.55092,seasonal,2024-05-05,part of Jal Jeevan Mission initiative,yes,no,no
938,Telangana,Hyderabad,Gandhinagar,forest,Gandhinagar DAJGUA Forest 698,Rajesh Rao,2.21,0.813,0.574,0.89,19.157377,78.466492,good,2025-07-11,part of DAJGUA initiative,no,no,yes
939,Telangana,Hyderabad,Gandhinagar,forest,Gandhinagar Jal Jeevan Mission Forest 699,Vikram Rao,3.44,0.483,0.155,0.89,26.216712,87.740587,good,2025-08-21,part of Jal Jeevan Mission initiative,yes,no,no
940,Odisha,Rourkela,Dharampur,well,Dharampur MGNREGA Well 700,Vikram Tiwari,2.31,0.895,0.623,0.75,24.340208,82.967011,seasonal,2024-06-02,part of MGNREGA initiative,no,yes,no
941,Telangana,Warangal,Kalyanpur,tank,Kalyanpur DAJGUA Tank 701,Manoj Verma,0.55,0.402,0.748,0.8,19.551471,87.409538,active,2024-09-15,part of DAJGUA initiative,no,no,yes
942,Madhya Pradesh,Ujjain,Sukhi,pond,Sukhi Jal Jeevan Mission Pond 702,Sunita Singh,2.19,0.26,0.203,0.75,22.92059,84.11491,active,2025-07-30,part of Jal Jeevan Mission initiative,yes,no,no
943,Tripura,Kailashahar,Bela,forest,Bela DAJGUA Forest 703,Meera Naidu,3.89,0.363,0.726,0.76,22.691959,83.531337,seasonal,2024-08-17,part of DAJGUA initiative,no,no,yes
944,Telangana,Hyderabad,Sukhi,pipeline,Sukhi DAJGUA Pipeline 704,Manoj Rao,4.56,0.254,0.525,0.84,24.54831,79.06772,under construction,2024-11-07,part of DAJGUA initiative,no,no,yes
945,Madhya Pradesh,Indore,Bela,pond,Bela DAJGUA Pond 705,Ajay Verma,3.29,0.562,0.086,0.92,19.806673,83.379435,good,2024-06-20,part of DAJGUA initiative,no,no,yes
946,Telangana,Hyderabad,Chandpur,pond,Chandpur MGNREGA Pond 706,Arun Rao,3.02,0.299,0.514,0.88,21.771034,87.83062,active,2024-10-09,part of MGNREGA initiative,no,yes,no
947,Telangana,Karimnagar,Pahadi,tank,Pahadi DAJGUA Tank 707,Pooja Reddy,0.83,0.382,0.583,0.9,21.744877,83.252187,active,2024-01-07,part of DAJGUA initiative,no,no,yes
948,Madhya Pradesh,Ujjain,Rampur,well,Rampur DAJGUA Well 708,Rohit Singh,0.88,0.365,0.211,0.77,23.324686,78.298124,under construction,2024-07-24,part of DAJGUA initiative,no,no,yes
949,Odisha,Cuttack,Rampur,checkdam,Rampur Jal Jeevan Mission Checkdam 709,Rohit Yadav,2.81,0.836,0.672,0.96,23.158198,79.437717,good,2024-12-20,part of Jal Jeevan Mission initiative,yes,no,no
950,Madhya Pradesh,Jabalpur,Bela,forest,Bela DAJGUA Forest 710,Meera Naidu,3.28,0.702,0.468,0.96,19.211431,80.26643,under construction,2024-02-08,part of DAJGUA initiative,no,no,yes
951,Telangana,Nizamabad,Sukhi,pond,Sukhi MGNREGA Pond 711,Savita Naidu,1.21,0.701,0.089,0.81,18.020078,82.297752,seasonal,2025-08-06,part of MGNREGA initiative,no,yes,no
952,Madhya Pradesh,Ujjain,Chandpur,well,Chandpur MGNREGA Well 712,Saurabh Naidu,4.61,0.277,0.714,0.98,23.735337,87.661751,under construction,2025-02-02,part of MGNREGA initiative,no,yes,no
953,Odisha,Bhubaneswar,Bela,tank,Bela DAJGUA Tank 713,Ramesh Patel,1.46,0.513,0.463,0.73,23.81306,83.37848,good,2025-05-31,part of DAJGUA initiative,no,no,yes
954,Tripura,Agartala,Sukhi,well,Sukhi DAJGUA Well 714,Sita Behera,2.83,0.18,0.273,0.76,18.09531,79.179445,under construction,2024-05-19,part of DAJGUA initiative,no,no,yes
955,Tripura,Kailashahar,Bela,pond,Bela DAJGUA Pond 715,Pooja Patel,4.82,0.416,0.519,0.84,23.958955,85.042942,under construction,2025-05-06,part of DAJGUA initiative,no,no,yes
956,Tripura,Udaipur,Sukhi,pond,Sukhi DAJGUA Pond 716,Rohit Verma,1.75,0.791,0.232,0.72,20.260949,78.005567,good,2024-09-22,part of DAJGUA initiative,no,no,yes
957,Odisha,Bhubaneswar,Dharampur,forest,Dharampur Jal Jeevan Mission Forest 717,Rajesh Rao,1.97,0.8,0.548,0.96,21.458461,82.764711,seasonal,2025-05-31,part of Jal Jeevan Mission initiative,yes,no,no
958,Tripura,Dharmanagar,Pahadi,pond,Pahadi DAJGUA Pond 718,Neha Das,4.79,0.667,0.551,0.94,26.967569,86.505361,seasonal,2024-02-20,part of DAJGUA initiative,no,no,yes
959,Telangana,Karimnagar,Sukhi,pond,Sukhi MGNREGA Pond 719,Mohan Sharma,0.81,0.442,0.626,0.93,17.193743,87.992914,good,2025-03-20,part of MGNREGA initiative,no,yes,no
960,Odisha,Sambalpur,Rampur,pond,Rampur MGNREGA Pond 720,Manoj Das,3.6,0.508,0.186,0.76,25.337742,79.206801,under construction,2024-10-23,part of MGNREGA initiative,no,yes,no
961,Madhya Pradesh,Jabalpur,Kamlapur,pond,Kamlapur MGNREGA Pond 721,Rohit Sharma,3.55,0.85,0.443,0.76,21.536987,80.577831,good,2024-05-31,part of MGNREGA initiative,no,yes,no
962,Madhya Pradesh,Bhopal,Sukhi,forest,Sukhi Jal Jeevan Mission Forest 722,Neha Mishra,5.0,0.734,0.581,0.98,24.346979,79.356358,active,2024-05-03,part of Jal Jeevan Mission initiative,yes,no,no
963,Odisha,Cuttack,Dharampur,checkdam,Dharampur Jal Jeevan Mission Checkdam 723,Mohan Patel,0.9,0.877,0.431,0.97,18.145608,87.384747,under construction,2025-01-08,part of Jal Jeevan Mission initiative,yes,no,no
964,Odisha,Cuttack,Sukhi,pond,Sukhi Jal Jeevan Mission Pond 724,Anita Rao,0.98,0.656,0.296,0.9,18.134072,79.380387,good,2025-08-14,part of Jal Jeevan Mission initiative,yes,no,no
965,Telangana,Hyderabad,Sukhi,checkdam,Sukhi DAJGUA Checkdam 725,Ajay Verma,2.53,0.562,0.238,0.76,19.841083,86.801104,seasonal,2025-04-17,part of DAJGUA initiative,no,no,yes
966,Odisha,Cuttack,Dharampur,checkdam,Dharampur DAJGUA Checkdam 726,Neha Tiwari,3.15,0.871,0.051,0.79,22.665949,84.21869,seasonal,2024-12-23,part of DAJGUA initiative,no,no,yes
967,Telangana,Hyderabad,Rampur,forest,Rampur MGNREGA Forest 727,Savita Rao,1.62,0.434,0.091,0.75,20.538137,86.028654,good,2024-02-08,part of MGNREGA initiative,no,yes,no
968,Telangana,Nizamabad,Kamlapur,checkdam,Kamlapur Jal Jeevan Mission Checkdam 728,Pooja Behera,1.4,0.115,0.135,0.76,19.976648,79.750082,under construction,2025-09-01,part of Jal Jeevan Mission initiative,yes,no,no
969,Odisha,Sambalpur,Chandpur,checkdam,Chandpur Jal Jeevan Mission Checkdam 729,Ramesh Patel,3.35,0.301,0.018,0.94,25.699146,81.917519,under construction,2025-07-23,part of Jal Jeevan Mission initiative,yes,no,no
970,Odisha,Sambalpur,Rampur,farm,Rampur MGNREGA Farm 730,Neha Patel,4.78,0.154,0.476,0.85,22.674975,85.734756,seasonal,2025-01-26,part of MGNREGA initiative,no,yes,no
971,Tripura,Agartala,Pahadi,pond,Pahadi Jal Jeevan Mission Pond 731,Kiran Naidu,4.68,0.171,0.773,0.7,24.816338,80.358706,active,2024-03-25,part of Jal Jeevan Mission initiative,yes,no,no
972,Madhya Pradesh,Jabalpur,Pahadi,pond,Pahadi DAJGUA Pond 732,Saurabh Mishra,4.09,0.276,0.024,0.95,22.243038,80.463005,seasonal,2025-08-20,part of DAJGUA initiative,no,no,yes
973,Telangana,Warangal,Bela,forest,Bela Jal Jeevan Mission Forest 733,Kiran Verma,3.8,0.393,0.575,0.78,18.101554,82.221911,seasonal,2025-03-09,part of Jal Jeevan Mission initiative,yes,no,no
974,Madhya Pradesh,Rewa,Pahadi,pond,Pahadi MGNREGA Pond 734,Sita Singh,0.49,0.61,0.336,0.96,18.391125,87.840117,under construction,2025-04-05,part of MGNREGA initiative,no,yes,no
975,Tripura,Udaipur,Bela,well,Bela Jal Jeevan Mission Well 735,Deepak Yadav,2.08,0.709,0.345,0.94,19.739124,81.146853,under construction,2024-10-31,part of Jal Jeevan Mission initiative,yes,no,no
976,Telangana,Hyderabad,Kamlapur,well,Kamlapur DAJGUA Well 736,Pooja Naidu,3.31,0.257,0.455,0.73,25.014184,82.07098,good,2024-06-07,part of DAJGUA initiative,no,no,yes
977,Telangana,Karimnagar,Sukhi,forest,Sukhi Jal Jeevan Mission Forest 737,Sunita Das,2.31,0.188,0.665,0.89,19.430564,87.349315,under construction,2025-06-14,part of Jal Jeevan Mission initiative,yes,no,no
978,Telangana,Warangal,Kamlapur,well,Kamlapur Jal Jeevan Mission Well 738,Saurabh Rao,1.39,0.757,0.734,0.93,25.318873,83.98776,active,2025-03-16,part of Jal Jeevan Mission initiative,yes,no,no
979,Telangana,Nizamabad,Chandpur,checkdam,Chandpur Jal Jeevan Mission Checkdam 739,Mohan Patel,3.72,0.217,0.428,0.71,24.969682,84.19721,seasonal,2025-08-07,part of Jal Jeevan Mission initiative,yes,no,no
980,Madhya Pradesh,Rewa,Kalyanpur,farm,Kalyanpur DAJGUA Farm 740,Sita Mishra,0.4,0.607,0.063,0.81,18.71974,83.919732,good,2025-02-15,part of DAJGUA initiative,no,no,yes
981,Madhya Pradesh,Bhopal,Pahadi,forest,Pahadi MGNREGA Forest 741,Sita Patel,2.2,0.136,0.572,0.92,23.002645,78.841124,seasonal,2024-01-12,part of MGNREGA initiative,no,yes,no
982,Madhya Pradesh,Bhopal,Pahadi,well,Pahadi DAJGUA Well 742,Mohan Patel,3.31,0.388,0.587,0.96,23.631823,86.107124,good,2024-06-15,part of DAJGUA initiative,no,no,yes
983,Telangana,Karimnagar,Kamlapur,pipeline,Kamlapur MGNREGA Pipeline 743,Mohan Tiwari,3.8,0.756,0.724,0.75,23.351026,84.327522,active,2024-01-22,part of MGNREGA initiative,no,yes,no
984,Madhya Pradesh,Ujjain,Rampur,checkdam,Rampur Jal Jeevan Mission Checkdam 744,Geeta Verma,4.62,0.893,0.475,0.92,17.214997,81.5287,under construction,2024-08-07,part of Jal Jeevan Mission initiative,yes,no,no
985,Tripura,Agartala,Sukhi,well,Sukhi DAJGUA Well 745,Meera Sharma,3.03,0.271,0.339,0.89,24.423055,78.41167,under construction,2025-06-17,part of DAJGUA initiative,no,no,yes
986,Madhya Pradesh,Jabalpur,Sukhi,farm,Sukhi DAJGUA Farm 746,Lalita Singh,1.41,0.153,0.167,0.81,23.030461,84.372713,good,2024-09-29,part of DAJGUA initiative,no,no,yes
987,Odisha,Balasore,Dharampur,farm,Dharampur MGNREGA Farm 747,Deepak Tiwari,0.33,0.827,0.681,0.93,22.579594,82.592213,good,2024-02-17,part of MGNREGA initiative,no,yes,no
988,Tripura,Udaipur,Dharampur,well,Dharampur DAJGUA Well 748,Kiran Tiwari,2.76,0.439,0.779,0.86,26.557754,78.658352,under construction,2025-05-04,part of DAJGUA initiative,no,no,yes
989,Telangana,Warangal,Gandhinagar,farm,Gandhinagar MGNREGA Farm 749,Ajay Yadav,3.17,0.142,0.384,0.74,18.947142,87.047012,under construction,2025-05-18,part of MGNREGA initiative,no,yes,no
990,Telangana,Nizamabad,Kamlapur,farm,Kamlapur DAJGUA Farm 750,Geeta Behera,2.07,0.294,0.342,0.73,23.834822,78.72529,good,2024-07-17,part of DAJGUA initiative,no,no,yes
991,Tripura,Dharmanagar,Rampur,checkdam,Rampur MGNREGA Checkdam 751,Arun Yadav,1.66,0.444,0.064,0.94,23.403263,85.930528,under construction,2024-07-23,part of MGNREGA initiative,no,yes,no
992,Madhya Pradesh,Ujjain,Gandhinagar,pipeline,Gandhinagar DAJGUA Pipeline 752,Savita Naidu,3.88,0.635,0.58,0.94,21.635176,80.887238,under construction,2025-04-14,part of DAJGUA initiative,no,no,yes
993,Telangana,Hyderabad,Sukhi,pond,Sukhi DAJGUA Pond 753,Sita Tiwari,1.92,0.841,0.763,0.71,26.690003,81.913471,under construction,2024-04-22,part of DAJGUA initiative,no,no,yes
994,Madhya Pradesh,Jabalpur,Rampur,well,Rampur MGNREGA Well 754,Savita Yadav,2.57,0.334,0.776,0.89,19.046262,87.105773,good,2025-02-03,part of MGNREGA initiative,no,yes,no
995,Odisha,Balasore,Pahadi,farm,Pahadi Jal Jeevan Mission Farm 755,Lalita Singh,1.9,0.502,0.232,0.95,23.390119,86.377447,good,2024-01-17,part of Jal Jeevan Mission initiative,yes,no,no
996,Tripura,Agartala,Rampur,pond,Rampur MGNREGA Pond 756,Pooja Rao,0.47,0.499,0.537,0.7,25.612378,78.83383,under construction,2025-01-03,part of MGNREGA initiative,no,yes,no
997,Telangana,Karimnagar,Chandpur,pipeline,Chandpur Jal Jeevan Mission Pipeline 757,Deepak Mishra,4.75,0.45,0.725,0.78,22.373217,87.001207,under construction,2024-12-13,part of Jal Jeevan Mission initiative,yes,no,no
998,Madhya Pradesh,Satna,Sukhi,well,Sukhi Jal Jeevan Mission Well 758,Ramesh Verma,1.63,0.101,0.101,0.77,18.242685,81.992306,seasonal,2024-10-06,part of Jal Jeevan Mission initiative,yes,no,no
999,Tripura,Agartala,Dharampur,forest,Dharampur MGNREGA Forest 759,Meera Patel,0.8,0.272,0.575,0.81,24.021137,84.968778,seasonal,2024-04-13,part of MGNREGA initiative,no,yes,no
1000,Odisha,Bhubaneswar,Dharampur,farm,Dharampur DAJGUA Farm 760,Vikram Naidu,3.71,0.35,0.326,0.94,22.56615,82.460038,seasonal,2024-05-08,part of DAJGUA initiative,no,no,yes
1001,Odisha,Bhubaneswar,Gandhinagar,farm,Gandhinagar MGNREGA Farm 761,Anita Rao,3.7,0.239,0.013,0.8,25.446656,83.648879,seasonal,2025-01-28,part of MGNREGA initiative,no,yes,no
1002,Tripura,Agartala,Chandpur,checkdam,Chandpur MGNREGA Checkdam 762,Pooja Tiwari,1.27,0.339,0.58,0.95,26.58431,87.353751,active,2025-07-07,part of MGNREGA initiative,no,yes,no
1003,Odisha,Cuttack,Chandpur,pipeline,Chandpur MGNREGA Pipeline 763,Ajay Mishra,1.6,0.417,0.466,0.82,26.332552,80.542946,seasonal,2024-08-23,part of MGNREGA initiative,no,yes,no
1004,Tripura,Udaipur,Gandhinagar,forest,Gandhinagar Jal Jeevan Mission Forest 764,Ajay Naidu,0.41,0.695,0.089,0.88,17.460489,87.330236,active,2025-04-22,part of Jal Jeevan Mission initiative,yes,no,no
1005,Madhya Pradesh,Rewa,Chandpur,pond,Chandpur DAJGUA Pond 765,Geeta Verma,4.21,0.536,0.226,0.76,17.713495,87.407011,good,2024-09-22,part of DAJGUA initiative,no,no,yes
1006,Tripura,Agartala,Bela,pond,Bela DAJGUA Pond 766,Saurabh Reddy,1.42,0.827,0.14,0.9,23.560581,86.011402,active,2024-07-01,part of DAJGUA initiative,no,no,yes
1007,Odisha,Cuttack,Chandpur,well,Chandpur Jal Jeevan Mission Well 767,Meera Verma,3.67,0.143,0.498,0.9,20.738357,80.438162,active,2024-09-24,part of Jal Jeevan Mission initiative,yes,no,no
1008,Odisha,Cuttack,Bela,forest,Bela DAJGUA Forest 768,Geeta Naidu,2.09,0.658,0.356,0.93,18.682918,87.269635,seasonal,2024-01-12,part of DAJGUA initiative,no,no,yes
1009,Tripura,Kailashahar,Kamlapur,checkdam,Kamlapur Jal Jeevan Mission Checkdam 769,Meera Sharma,1.22,0.701,0.511,0.93,22.817318,81.145551,active,2024-03-07,part of Jal Jeevan Mission initiative,yes,no,no
1010,Tripura,Dharmanagar,Gandhinagar,pipeline,Gandhinagar Jal Jeevan Mission Pipeline 770,Kiran Yadav,4.64,0.312,0.691,0.82,24.612724,83.704578,active,2025-03-02,part of Jal Jeevan Mission initiative,yes,no,no
1011,Telangana,Karimnagar,Gandhinagar,well,Gandhinagar Jal Jeevan Mission Well 771,Rohit Verma,4.97,0.825,0.091,0.79,18.596019,83.739325,under construction,2024-02-18,part of Jal Jeevan Mission initiative,yes,no,no
1012,Madhya Pradesh,Bhopal,Gandhinagar,tank,Gandhinagar DAJGUA Tank 772,Rajesh Reddy,2.48,0.6,0.121,0.9,17.133835,86.278705,under construction,2024-09-09,part of DAJGUA initiative,no,no,yes
1013,Madhya Pradesh,Satna,Kalyanpur,forest,Kalyanpur DAJGUA Forest 773,Geeta Das,2.88,0.496,0.458,0.89,18.278646,85.820628,active,2024-10-22,part of DAJGUA initiative,no,no,yes
1014,Odisha,Balasore,Rampur,pond,Rampur Jal Jeevan Mission Pond 774,Sunita Naidu,4.83,0.301,0.114,0.83,26.249009,86.291761,good,2025-02-25,part of Jal Jeevan Mission initiative,yes,no,no
1015,Telangana,Hyderabad,Chandpur,pond,Chandpur Jal Jeevan Mission Pond 775,Ajay Verma,2.87,0.085,0.229,0.87,26.016623,85.233602,good,2024-11-27,part of Jal Jeevan Mission initiative,yes,no,no
1016,Tripura,Kailashahar,Kamlapur,tank,Kamlapur Jal Jeevan Mission Tank 776,Savita Mishra,4.39,0.339,0.177,0.82,25.843804,82.890703,active,2025-01-28,part of Jal Jeevan Mission initiative,yes,no,no
1017,Tripura,Udaipur,Bela,pond,Bela Jal Jeevan Mission Pond 777,Lalita Naidu,0.57,0.242,0.009,0.84,17.386239,78.926839,active,2025-01-01,part of Jal Jeevan Mission initiative,yes,no,no
1018,Tripura,Udaipur,Chandpur,pipeline,Chandpur Jal Jeevan Mission Pipeline 778,Anita Mishra,4.66,0.294,0.267,0.81,21.675976,78.088655,active,2024-05-07,part of Jal Jeevan Mission initiative,yes,no,no
1019,Odisha,Sambalpur,Gandhinagar,pipeline,Gandhinagar Jal Jeevan Mission Pipeline 779,Lalita Behera,2.5,0.362,0.245,0.83,25.014211,83.497673,good,2024-06-21,part of Jal Jeevan Mission initiative,yes,no,no
1020,Tripura,Kailashahar,Gandhinagar,forest,Gandhinagar DAJGUA Forest 780,Manoj Mishra,0.31,0.104,0.769,0.96,26.075093,87.109895,under construction,2025-05-03,part of DAJGUA initiative,no,no,yes
1021,Madhya Pradesh,Rewa,Gandhinagar,farm,Gandhinagar DAJGUA Farm 781,Geeta Verma,1.52,0.603,0.046,0.82,23.070379,80.231254,active,2024-03-04,part of DAJGUA initiative,no,no,yes
1022,Tripura,Kailashahar,Kamlapur,checkdam,Kamlapur DAJGUA Checkdam 782,Geeta Das,4.14,0.508,0.441,0.82,18.369737,80.683693,good,2024-08-15,part of DAJGUA initiative,no,no,yes
1023,Telangana,Karimnagar,Chandpur,tank,Chandpur MGNREGA Tank 783,Mohan Behera,2.24,0.132,0.187,0.86,26.112738,83.131254,active,2025-07-26,part of MGNREGA initiative,no,yes,no
1024,Odisha,Sambalpur,Chandpur,tank,Chandpur Jal Jeevan Mission Tank 784,Deepak Rao,0.7,0.686,0.71,0.81,22.539774,87.793018,under construction,2024-09-16,part of Jal Jeevan Mission initiative,yes,no,no
